Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,year
948,16-05-2022,"DY Patil Stadium, Mumbai",Delhi Capitals,Punjab Kings,Punjab Kings,Field,Group,159.0,7.0,142.0,9.0,Delhi Capitals,Runs,17.0,Shardul Thakur,2022
949,17-05-2022,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,193.0,6.0,190.0,7.0,Sunrisers Hyderabad,Runs,3.0,Rahul Tripathi,2022
950,18-05-2022,"DY Patil Stadium, Mumbai",Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,Bat,Group,210.0,0.0,208.0,8.0,Lucknow Super Giants,Runs,2.0,Quinton de Kock,2022
951,19-05-2022,"Wankhede Stadium, Mumbai",Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,Bat,Group,168.0,5.0,170.0,2.0,Royal Challengers Bangalore,Wickets,8.0,Virat Kohli,2022
952,20-05-2022,"Brabourne Stadium, Mumbai",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,150.0,6.0,151.0,5.0,Rajasthan Royals,Wickets,5.0,Ravichandran Ashwin,2022
953,21-05-2022,"Wankhede Stadium, Mumbai",Delhi Capitals,Mumbai Indians,Mumbai Indians,Field,Group,159.0,7.0,160.0,5.0,Mumbai Indians,Wickets,5.0,Jasprit Bumrah,2022
954,22-05-2022,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,Bat,Group,157.0,8.0,160.0,5.0,Punjab Kings,Wickets,5.0,Harpreet Brar,2022
955,24-05-2022,"Eden Gardens, Kolkata",Rajasthan Royals,Gujarat Titans,Gujarat Titans,Field,Playoff,188.0,6.0,191.0,3.0,Gujarat Titans,Wickets,7.0,David Miller,2022
956,25-05-2022,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,Field,Playoff,207.0,4.0,193.0,6.0,Royal Challengers Bangalore,Runs,14.0,Rajat Patidar,2022
957,27-05-2022,"Narendra Modi Stadium, Ahmedabad",Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,Field,Playoff,157.0,8.0,161.0,3.0,Rajasthan Royals,Wickets,7.0,Jos Buttler,2022
958,29-05-2022,"Narendra Modi Stadium, Ahmedabad",Rajasthan Royals,Gujarat Titans,Rajasthan Royals,Bat,Final,130.0,9.0,133.0,3.0,Gujarat Titans,Wickets,7.0,Hardik Pandya,2022
