Match ID,Date,Venue,Team1,Team2,Toss winner,Toss decision,Stage,First innings score,First innings wicket,Second innings score,Second innings wicket,Match winner,Won by,Margin,Player of the match,year
577,21-05-2016,"ACA-VDCA Stadium, Visakhapatnam",Kings XI Punjab,Rising Pune Supergiants,Kings XI Punjab,Bat,Group,172.0,7.0,173.0,6.0,Rising Pune Supergiants,Wickets,4.0,Mahendra Singh Dhoni,2016
578,21-05-2016,"Green Park Stadium, Kanpur",Mumbai Indians,Gujarat Lions,Gujarat Lions,Field,Group,172.0,8.0,173.0,4.0,Gujarat Lions,Wickets,6.0,Suresh Raina,2016
579,22-05-2016,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,171.0,6.0,149.0,8.0,Kolkata Knight Riders,Runs,22.0,Yusuf Pathan,2016
580,22-05-2016,"Shaheed Veer Narayan Singh International Stadium, Raipur",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,138.0,8.0,139.0,4.0,Royal Challengers Bangalore,Wickets,6.0,Virat Kohli,2016
581,24-05-2016,"M. Chinnaswamy Stadium, Bangalore",Gujarat Lions,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Playoff,158.0,10.0,159.0,6.0,Royal Challengers Bangalore,Wickets,4.0,AB de Villiers,2016
582,25-05-2016,"Feroz Shah Kotla, Delhi",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,162.0,8.0,140.0,8.0,Sunrisers Hyderabad,Runs,22.0,Moises Henriques,2016
583,27-05-2016,"Feroz Shah Kotla, Delhi",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Playoff,162.0,7.0,163.0,6.0,Sunrisers Hyderabad,Wickets,4.0,David Warner,2016
584,29-05-2016,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Bat,Final,208.0,7.0,200.0,7.0,Sunrisers Hyderabad,Runs,8.0,Ben Cutting,2016
585,05-04-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,207.0,4.0,172.0,10.0,Sunrisers Hyderabad,Runs,35.0,Yuvraj Singh,2017
586,06-04-2017,"Maharashtra Cricket Association Stadium, Pune",Mumbai Indians,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,184.0,8.0,187.0,3.0,Rising Pune Supergiants,Wickets,7.0,Steve Smith,2017
587,07-04-2017,"Saurashtra Cricket Association Stadium, Rajkot",Gujarat Lions,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,183.0,4.0,184.0,0.0,Kolkata Knight Riders,Wickets,10.0,Chris Lynn,2017
588,08-04-2017,"Holkar Cricket Stadium, Indore",Rising Pune Supergiants,Kings XI Punjab,Kings XI Punjab,Field,Group,163.0,6.0,164.0,4.0,Kings XI Punjab,Wickets,6.0,Glenn Maxwell,2017
589,08-04-2017,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Bat,Group,157.0,8.0,142.0,9.0,Royal Challengers Bangalore,Runs,15.0,Kedar Jadhav,2017
590,09-04-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,135.0,7.0,140.0,1.0,Sunrisers Hyderabad,Wickets,9.0,Rashid Khan,2017
591,09-04-2017,"Wankhede Stadium, Mumbai",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Group,178.0,7.0,180.0,6.0,Mumbai Indians,Wickets,4.0,Nitish Rana,2017
592,10-04-2017,"Holkar Cricket Stadium, Indore",Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,Bat,Group,148.0,4.0,150.0,2.0,Kings XI Punjab,Wickets,8.0,Axar Patel,2017
593,11-04-2017,"Maharashtra Cricket Association Stadium, Pune",Delhi Daredevils,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,205.0,4.0,108.0,10.0,Delhi Daredevils,Runs,97.0,Sanju Samson,2017
594,12-04-2017,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,158.0,8.0,159.0,6.0,Mumbai Indians,Wickets,4.0,Jasprit Bumrah,2017
595,13-04-2017,"Eden Gardens, Kolkata",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,170.0,9.0,171.0,2.0,Kolkata Knight Riders,Wickets,8.0,Sunil Narine,2017
596,14-04-2017,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,142.0,5.0,145.0,6.0,Mumbai Indians,Wickets,4.0,Kieron Pollard,2017
597,14-04-2017,"Saurashtra Cricket Association Stadium, Rajkot",Rising Pune Supergiants,Gujarat Lions,Gujarat Lions,Field,Group,171.0,8.0,172.0,3.0,Gujarat Lions,Wickets,7.0,Andrew Tye,2017
598,15-04-2017,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,172.0,6.0,155.0,6.0,Kolkata Knight Riders,Runs,17.0,Robin Uthappa,2017
599,15-04-2017,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,Bat,Group,188.0,6.0,137.0,9.0,Delhi Daredevils,Runs,51.0,Corey Anderson,2017
600,16-04-2017,"Wankhede Stadium, Mumbai",Gujarat Lions,Mumbai Indians,Mumbai Indians,Field,Group,176.0,4.0,177.0,4.0,Mumbai Indians,Wickets,6.0,Nitish Rana,2017
601,16-04-2017,"M. Chinnaswamy Stadium, Bangalore",Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,161.0,8.0,134.0,9.0,Rising Pune Supergiants,Runs,27.0,Ben Stokes,2017
602,17-04-2017,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,Bat,Group,168.0,7.0,169.0,6.0,Kolkata Knight Riders,Wickets,4.0,Manish Pandey,2017
603,17-04-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,159.0,6.0,154.0,10.0,Sunrisers Hyderabad,Runs,5.0,Bhuvneshwar Kumar,2017
604,18-04-2017,"Saurashtra Cricket Association Stadium, Rajkot",Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,Field,Group,213.0,2.0,192.0,7.0,Royal Challengers Bangalore,Runs,21.0,Chris Gayle,2017
605,19-04-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,Bat,Group,191.0,4.0,176.0,5.0,Sunrisers Hyderabad,Runs,15.0,Kane Williamson,2017
606,20-04-2017,"Holkar Cricket Stadium, Indore",Kings XI Punjab,Mumbai Indians,Delhi Daredevils,Field,Group,198.0,4.0,199.0,2.0,Mumbai Indians,Wickets,8.0,Jos Buttler,2017
607,21-04-2017,"Eden Gardens, Kolkata",Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,Field,Group,187.0,5.0,188.0,6.0,Gujarat Lions,Wickets,4.0,Suresh Raina,2017
608,22-04-2017,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,176.0,3.0,179.0,4.0,Rising Pune Supergiants,Wickets,6.0,Mahendra Singh Dhoni,2017
609,22-04-2017,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,142.0,8.0,128.0,7.0,Mumbai Indians,Runs,14.0,Mitchell McClenaghan,2017
610,23-04-2017,"Saurashtra Cricket Association Stadium, Rajkot",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,188.0,7.0,162.0,7.0,Kings XI Punjab,Runs,26.0,Hashim Amla,2017
611,23-04-2017,"Eden Gardens, Kolkata",Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,131.0,10.0,49.0,10.0,Kolkata Knight Riders,Runs,82.0,Nathan Coulter-Nile,2017
612,24-04-2017,"Wankhede Stadium, Mumbai",Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,Field,Group,160.0,6.0,157.0,8.0,Rising Pune Supergiants,Runs,3.0,Ben Stokes,2017
614,26-04-2017,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,182.0,5.0,184.0,3.0,Kolkata Knight Riders,Wickets,7.0,Robin Uthappa,2017
615,27-04-2017,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,Field,Group,134.0,10.0,135.0,3.0,Gujarat Lions,Wickets,7.0,Andrew Tye,2017
616,28-04-2017,"Eden Gardens, Kolkata",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,160.0,6.0,161.0,3.0,Kolkata Knight Riders,Wickets,7.0,Gautam Gambhir,2017
617,28-04-2017,"Punjab Cricket Association Stadium, Mohali",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,207.0,3.0,181.0,9.0,Sunrisers Hyderabad,Runs,26.0,Rashid Khan,2017
618,29-04-2017,"Maharashtra Cricket Association Stadium, Pune",Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,157.0,3.0,96.0,9.0,Rising Pune Supergiants,Runs,61.0,Lockie Ferguson,2017
620,30-04-2017,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,67.0,10.0,68.0,0.0,Kings XI Punjab,Wickets,10.0,Sandeep Sharma,2017
621,30-04-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,209.0,3.0,161.0,7.0,Sunrisers Hyderabad,Runs,48.0,David Warner,2017
622,01-05-2017,"Wankhede Stadium, Mumbai",Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,Bat,Group,162.0,8.0,165.0,5.0,Mumbai Indians,Wickets,5.0,Rohit Sharma,2017
623,01-05-2017,"Maharashtra Cricket Association Stadium, Pune",Gujarat Lions,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,161.0,10.0,167.0,5.0,Rising Pune Supergiants,Wickets,5.0,Ben Stokes,2017
624,02-05-2017,"Feroz Shah Kotla, Delhi",Sunrisers Hyderabad,Delhi Daredevils,Delhi Daredevils,Field,Group,185.0,3.0,189.0,4.0,Delhi Daredevils,Wickets,6.0,Mohammed Shami,2017
625,03-05-2017,"Eden Gardens, Kolkata",Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,155.0,8.0,158.0,6.0,Rising Pune Supergiants,Wickets,4.0,Rahul Tripathi,2017
626,04-05-2017,"Feroz Shah Kotla, Delhi",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,208.0,7.0,214.0,3.0,Delhi Daredevils,Wickets,7.0,Rishabh Pant,2017
627,05-05-2017,"M. Chinnaswamy Stadium, Bangalore",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,138.0,7.0,119.0,10.0,Kings XI Punjab,Runs,19.0,Sandeep Sharma,2017
628,06-05-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Rising Pune Supergiants,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,148.0,8.0,136.0,9.0,Rising Pune Supergiants,Runs,12.0,Jaydev Unadkat,2017
629,06-05-2017,"Feroz Shah Kotla, Delhi",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,212.0,3.0,66.0,10.0,Mumbai Indians,Runs,146.0,Lendl Simmons,2017
630,07-05-2017,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,158.0,6.0,159.0,4.0,Kolkata Knight Riders,Wickets,6.0,Sunil Narine,2017
631,07-05-2017,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Gujarat Lions,Gujarat Lions,Field,Group,189.0,3.0,192.0,4.0,Gujarat Lions,Wickets,6.0,Dwayne Smith,2017
632,08-05-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Bat,Group,138.0,7.0,140.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Shikhar Dhawan,2017
633,09-05-2017,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,167.0,6.0,153.0,6.0,Kings XI Punjab,Runs,14.0,Mohit Sharma,2017
634,10-05-2017,"Green Park Stadium, Kanpur",Gujarat Lions,Delhi Daredevils,Delhi Daredevils,Field,Group,195.0,5.0,197.0,8.0,Delhi Daredevils,Wickets,2.0,Shreyas Iyer,2017
635,11-05-2017,"Wankhede Stadium, Mumbai",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,230.0,3.0,223.0,6.0,Kings XI Punjab,Runs,7.0,Wriddhiman Saha,2017
636,12-05-2017,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rising Pune Supergiants,Delhi Daredevils,Bat,Group,168.0,8.0,161.0,7.0,Delhi Daredevils,Runs,7.0,Karun Nair,2017
637,13-05-2017,"Green Park Stadium, Kanpur",Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,154.0,10.0,158.0,2.0,Sunrisers Hyderabad,Wickets,8.0,Mohammed Siraj,2017
638,13-05-2017,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,173.0,5.0,164.0,8.0,Mumbai Indians,Runs,9.0,Ambati Rayudu,2017
639,14-05-2017,"Maharashtra Cricket Association Stadium, Pune",Kings XI Punjab,Rising Pune Supergiants,Rising Pune Supergiants,Field,Group,73.0,10.0,78.0,1.0,Rising Pune Supergiants,Wickets,9.0,Jaydev Unadkat,2017
640,14-05-2017,"Feroz Shah Kotla, Delhi",Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,Bat,Group,161.0,6.0,151.0,10.0,Royal Challengers Bangalore,Runs,10.0,Harshal Patel,2017
641,16-05-2017,"Wankhede Stadium, Mumbai",Rising Pune Supergiants,Mumbai Indians,Mumbai Indians,Field,Playoff,162.0,4.0,142.0,9.0,Rising Pune Supergiants,Runs,20.0,Washington Sundar,2017
642,17-05-2017,"M. Chinnaswamy Stadium, Bangalore",Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,Field,Playoff,128.0,7.0,48.0,3.0,Kolkata Knight Riders,Wickets,7.0,Nathan Coulter-Nile,2017
643,19-05-2017,"M. Chinnaswamy Stadium, Bangalore",Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,Field,Playoff,107.0,10.0,111.0,4.0,Mumbai Indians,Wickets,6.0,Karn Sharma,2017
644,21-05-2017,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,Bat,Final,129.0,8.0,128.0,6.0,Mumbai Indians,Runs,1.0,Krunal Pandya,2017
645,07-04-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Chennai Super Kings,Chennai Super Kings,Field,Group,165.0,4.0,169.0,9.0,Chennai Super Kings,Wickets,1.0,Dwayne Bravo,2018
646,08-04-2018,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,Field,Group,166.0,7.0,167.0,4.0,Kings XI Punjab,Wickets,6.0,K. L. Rahul,2018
647,08-04-2018,"Eden Gardens, Kolkata",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,176.0,7.0,177.0,6.0,Kolkata Knight Riders,Wickets,4.0,Sunil Narine,2018
648,09-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,125.0,9.0,127.0,1.0,Sunrisers Hyderabad,Wickets,9.0,Shikhar Dhawan,2018
649,10-04-2018,"M. A. Chidambaram Stadium, Chennai",Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,Field,Group,202.0,6.0,205.0,5.0,Chennai Super Kings,Wickets,5.0,Sam Billings,2018
650,11-04-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,Field,Group,153.0,5.0,60.0,4.0,Rajasthan Royals,Runs,10.0,Sanju Samson,2018
651,12-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,147.0,8.0,151.0,9.0,Sunrisers Hyderabad,Wickets,1.0,Rashid Khan,2018
652,13-04-2018,"M. Chinnaswamy Stadium, Bangalore",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,155.0,10.0,159.0,6.0,Royal Challengers Bangalore,Wickets,4.0,Umesh Yadav,2018
653,14-04-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Delhi Daredevils,Delhi Daredevils,Field,Group,194.0,7.0,195.0,3.0,Delhi Daredevils,Wickets,7.0,Jason Roy,2018
654,14-04-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,138.0,8.0,139.0,5.0,Sunrisers Hyderabad,Wickets,5.0,Billy Stanlake,2018
655,15-04-2018,"M. Chinnaswamy Stadium, Bangalore",Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,217.0,4.0,198.0,6.0,Rajasthan Royals,Runs,19.0,Sanju Samson,2018
656,15-04-2018,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,Field,Group,197.0,7.0,193.0,5.0,Kings XI Punjab,Runs,4.0,Chris Gayle,2018
657,16-04-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Delhi Daredevils,Delhi Daredevils,Field,Group,200.0,9.0,129.0,10.0,Kolkata Knight Riders,Runs,71.0,Nitish Rana,2018
658,17-04-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,213.0,6.0,167.0,8.0,Mumbai Indians,Runs,46.0,Rohit Sharma,2018
659,18-04-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,160.0,8.0,163.0,3.0,Kolkata Knight Riders,Wickets,7.0,Nitish Rana,2018
660,19-04-2018,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,Bat,Group,193.0,3.0,178.0,4.0,Kings XI Punjab,Runs,15.0,Chris Gayle,2018
661,20-04-2018,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Field,Group,204.0,5.0,140.0,10.0,Chennai Super Kings,Runs,64.0,Shane Watson,2018
662,21-04-2018,"Eden Gardens, Kolkata",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,191.0,7.0,126.0,1.0,Kings XI Punjab,Wickets,9.0,K. L. Rahul,2018
663,21-04-2018,"M. Chinnaswamy Stadium, Bangalore",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,174.0,5.0,176.0,4.0,Royal Challengers Bangalore,Wickets,6.0,AB de Villiers,2018
664,22-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,182.0,3.0,178.0,6.0,Chennai Super Kings,Runs,4.0,Ambati Rayudu,2018
665,22-04-2018,"Sawai Mansingh Stadium, Jaipur",Mumbai Indians,Rajasthan Royals,Mumbai Indians,Bat,Group,167.0,7.0,168.0,7.0,Rajasthan Royals,Wickets,3.0,Jofra Archer,2018
666,23-04-2018,"Feroz Shah Kotla, Delhi",Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,Field,Group,143.0,8.0,139.0,8.0,Kings XI Punjab,Runs,4.0,Ankit Rajpoot,2018
667,24-04-2018,"Wankhede Stadium, Mumbai",Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Field,Group,118.0,10.0,87.0,10.0,Sunrisers Hyderabad,Runs,31.0,Rashid Khan,2018
668,25-04-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,205.0,8.0,207.0,5.0,Chennai Super Kings,Wickets,5.0,Mahendra Singh Dhoni,2018
669,26-04-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,Field,Group,132.0,6.0,119.0,10.0,Sunrisers Hyderabad,Runs,13.0,Ankit Rajpoot,2018
670,27-04-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,219.0,4.0,164.0,9.0,Delhi Daredevils,Runs,55.0,Shreyas Iyer,2018
671,28-04-2018,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Mumbai Indians,Mumbai Indians,Field,Group,169.0,5.0,170.0,2.0,Mumbai Indians,Wickets,8.0,Rohit Sharma,2018
672,29-04-2018,"Sawai Mansingh Stadium, Jaipur",Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Bat,Group,151.0,7.0,140.0,6.0,Sunrisers Hyderabad,Runs,11.0,Kane Williamson,2018
673,29-04-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,175.0,4.0,176.0,4.0,Kolkata Knight Riders,Wickets,6.0,Chris Lynn,2018
674,30-04-2018,"Maharashtra Cricket Association Stadium, Pune",Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,Field,Group,211.0,4.0,198.0,5.0,Chennai Super Kings,Runs,13.0,Shane Watson,2018
675,01-05-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Field,Group,167.0,7.0,153.0,7.0,Royal Challengers Bangalore,Runs,14.0,Tim Southee,2018
676,02-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,Field,Group,196.0,6.0,146.0,5.0,Delhi Daredevils,Runs,4.0,Rishabh Pant,2018
677,03-05-2018,"Eden Gardens, Kolkata",Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,177.0,5.0,180.0,4.0,Kolkata Knight Riders,Wickets,6.0,Sunil Narine,2018
678,04-05-2018,"Holkar Cricket Stadium, Indore",Kings XI Punjab,Mumbai Indians,Mumbai Indians,Field,Group,174.0,6.0,176.0,4.0,Mumbai Indians,Wickets,6.0,Suryakumar Yadav,2018
679,05-05-2018,"Maharashtra Cricket Association Stadium, Pune",Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Field,Group,127.0,9.0,128.0,4.0,Chennai Super Kings,Wickets,6.0,Ravindra Jadeja,2018
680,05-05-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Bat,Group,163.0,5.0,164.0,3.0,Sunrisers Hyderabad,Wickets,7.0,Rashid Khan,2018
681,06-05-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,181.0,4.0,168.0,6.0,Mumbai Indians,Runs,13.0,Hardik Pandya,2018
682,06-05-2018,"Holkar Cricket Stadium, Indore",Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,Field,Group,152.0,9.0,155.0,4.0,Kings XI Punjab,Wickets,6.0,Mujeeb Ur Rahman,2018
683,07-05-2018,"Rajiv Gandhi International Cricket Stadium, Hyderabad",Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,146.0,10.0,141.0,6.0,Sunrisers Hyderabad,Runs,5.0,Kane Williamson,2018
684,08-05-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Kings XI Punjab,Rajasthan Royals,Bat,Group,158.0,8.0,143.0,7.0,Rajasthan Royals,Runs,15.0,Jos Buttler,2018
685,09-05-2018,"Eden Gardens, Kolkata",Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,210.0,6.0,108.0,10.0,Mumbai Indians,Runs,102.0,Ishan Kishan,2018
686,10-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,Bat,Group,187.0,5.0,191.0,1.0,Sunrisers Hyderabad,Wickets,9.0,Shikhar Dhawan,2018
687,11-05-2018,"Sawai Mansingh Stadium, Jaipur",Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,Bat,Group,176.0,4.0,177.0,6.0,Rajasthan Royals,Wickets,4.0,Jos Buttler,2018
688,12-05-2018,"Holkar Cricket Stadium, Indore",Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,Field,Group,245.0,6.0,214.0,8.0,Kolkata Knight Riders,Runs,31.0,Sunil Narine,2018
689,12-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,181.0,4.0,187.0,5.0,Royal Challengers Bangalore,Wickets,5.0,AB de Villiers,2018
690,13-05-2018,"Maharashtra Cricket Association Stadium, Pune",Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,Field,Group,179.0,4.0,180.0,2.0,Chennai Super Kings,Wickets,8.0,Ambati Rayudu,2018
691,13-05-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Rajasthan Royals,Rajasthan Royals,Field,Group,168.0,6.0,171.0,3.0,Rajasthan Royals,Wickets,7.0,Jos Buttler,2018
692,14-05-2018,"Holkar Cricket Stadium, Indore",Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,Field,Group,88.0,10.0,92.0,0.0,Royal Challengers Bangalore,Wickets,10.0,Umesh Yadav,2018
693,15-05-2018,"Eden Gardens, Kolkata",Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Field,Group,142.0,10.0,145.0,4.0,Kolkata Knight Riders,Wickets,6.0,Kuldeep Yadav,2018
694,16-05-2018,"Wankhede Stadium, Mumbai",Mumbai Indians,Kings XI Punjab,Kings XI Punjab,Field,Group,186.0,8.0,183.0,5.0,Mumbai Indians,Runs,3.0,Jasprit Bumrah,2018
695,17-05-2018,"M. Chinnaswamy Stadium, Bangalore",Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,Field,Group,218.0,6.0,204.0,3.0,Royal Challengers Bangalore,Runs,14.0,AB de Villiers,2018
696,18-05-2018,"Feroz Shah Kotla, Delhi",Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,Field,Group,162.0,5.0,128.0,6.0,Delhi Daredevils,Runs,34.0,Harshal Patel,2018
697,19-05-2018,"Sawai Mansingh Stadium, Jaipur",Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Bat,Group,164.0,5.0,134.0,10.0,Rajasthan Royals,Runs,30.0,Shreyas Gopal,2018
